"last_date","today_ok","no","no_","username_nl","followers","increase_nl","location","___newsletter_text___","username","increase","one_tw_username","one_favorite","one_followers_count","one_created_at","two_tw_username","two_favorite","two_followers_count","two_created_at","diff_last_7_days"
2022-05-27,0,3578,3578.|,@tylerfucksden,[8K],|+160,"(Denver, CO)","3578. @tylerfucksden [8K] ⏫  |+160 (Denver, CO) ",@tylerfucksden,|+160,tylerfucksden,1,7344,2022-05-21 02:00:00.000,tylerfucksden,1,7504,2022-05-27 02:00:00.000,160
2022-05-28,1,3579,3579.|,@sluttyversex,[19K],|+160,"(Houston, TX)","3579. @sluttyversex [19K] ⏫  |+160 (Houston, TX) ",@sluttyversex,|+160,sluttyversex,1,19140,2022-05-21 02:00:00.000,sluttyversex,1,19300,2022-05-28 02:00:00.000,160
2022-05-28,1,3580,3580.|,@nicobellicxxx,[18K],|+160,"(Brooklyn, NY )","3580. @nicobellicxxx [18K] ⏫  |+160 (Brooklyn, NY ) ",@nicobellicxxx,|+160,nicobellicxxx,1,17429,2022-05-21 02:00:00.000,nicobellicxxx,1,17589,2022-05-28 02:00:00.000,160
2022-05-28,1,3581,3581.|,@a_sxxl,[45K],|+159,"(Vigo, España🇪🇸)","3581. @a_sxxl [45K] ⏫  |+159 (Vigo, España🇪🇸) ",@a_sxxl,|+159,a_sxxl,1,44578,2022-05-21 02:00:00.000,a_sxxl,1,44737,2022-05-28 02:00:00.000,159
2022-05-28,1,3582,3582.|,@fffitboi,[23K],|+159,"(Vancouver, British Columbia)","3582. @fffitboi [23K] ⏫  |+159 (Vancouver, British Columbia) ",@fffitboi,|+159,fffitboi,1,22426,2022-05-21 02:00:00.000,fffitboi,1,22585,2022-05-28 02:00:00.000,159
2022-05-28,1,3583,3583.|,@pietrohoffmann1,[15K],|+159,"(Rio de Janeiro, Brasilien)","3583. @pietrohoffmann1 [15K] ⏫  |+159 (Rio de Janeiro, Brasilien) ",@pietrohoffmann1,|+159,pietrohoffmann1,1,15186,2022-05-21 02:00:00.000,pietrohoffmann1,1,15345,2022-05-28 02:00:00.000,159
2022-05-28,1,3584,3584.|,@reix_public,[12K],|+159,(愛知),3584. @reix_public [12K] ⏫  |+159 (愛知) ,@reix_public,|+159,reix_public,1,11891,2022-05-21 02:00:00.000,reix_public,1,12050,2022-05-28 02:00:00.000,159
2022-05-28,1,3585,3585.|,@subbubblepussy1,[6K],|+159,"(London, England)","3585. @subbubblepussy1 [6K] ⏫  |+159 (London, England) ",@subbubblepussy1,|+159,subbubblepussy1,1,5990,2022-05-21 02:00:00.000,subbubblepussy1,1,6149,2022-05-28 02:00:00.000,159
2022-05-28,1,3586,3586.|,@badkid_99,[67K],|+159,"(Los Angeles, CA)","3586. @badkid_99 [67K] ⏫  |+159 (Los Angeles, CA) ",@badkid_99,|+159,badkid_99,1,66355,2022-05-21 02:00:00.000,badkid_99,1,66514,2022-05-28 02:00:00.000,159
2022-05-28,1,3587,3587.|,@biguyjordie,[2K],|+159,"(Salt Lake City, UT)","3587. @biguyjordie [2K] ⏫  |+159 (Salt Lake City, UT) ",@biguyjordie,|+159,biguyjordie,1,2061,2022-05-21 02:00:00.000,biguyjordie,1,2220,2022-05-28 02:00:00.000,159
2022-05-28,1,3588,3588.|,@unicornhorn48,[154K],|+159,,3588. @unicornhorn48 [154K] ⏫  |+159,@unicornhorn48,|+159,unicornhorn48,1,153812,2022-05-21 02:00:00.000,unicornhorn48,1,153971,2022-05-28 02:00:00.000,159
2022-05-27,0,3589,3589.|,@jaxonreevess,[10K],|+159,"(Perth, Western Australia)","3589. @jaxonreevess [10K] ⏫  |+159 (Perth, Western Australia) ",@jaxonreevess,|+159,jaxonreevess,1,10277,2022-05-21 02:00:00.000,jaxonreevess,1,10436,2022-05-27 02:00:00.000,159
2022-05-27,0,3590,3590.|,@_olucasx,[6K],|+159,,3590. @_olucasx [6K] ⏫  |+159,@_olucasx,|+159,_olucasx,1,5853,2022-05-21 02:00:00.000,_olucasx,1,6012,2022-05-27 02:00:00.000,159
2022-05-28,1,3591,3591.|,@theefiji2,[28K],|+159,(Atl Hoe),3591. @theefiji2 [28K] ⏫  |+159 (Atl Hoe) ,@theefiji2,|+159,theefiji2,1,27725,2022-05-21 02:00:00.000,theefiji2,1,27884,2022-05-28 02:00:00.000,159
2022-05-28,1,3592,3592.|,@jake_real_of,[4K],|+158,,3592. @jake_real_of [4K] ⏫  |+158,@jake_real_of,|+158,jake_real_of,1,3935,2022-05-21 02:00:00.000,jake_real_of,1,4093,2022-05-28 02:00:00.000,158
2022-05-27,0,3593,3593.|,@scruffymusclela,[47K],|+158,"(Los Angeles, CA)","3593. @scruffymusclela [47K] ⏫  |+158 (Los Angeles, CA) ",@scruffymusclela,|+158,scruffymusclela,1,46973,2022-05-21 02:00:00.000,scruffymusclela,1,47131,2022-05-27 02:00:00.000,158
2022-05-28,1,3594,3594.|,@maskedsuckerx,[15K],|+158,"(London, England)","3594. @maskedsuckerx [15K] ⏫  |+158 (London, England) ",@maskedsuckerx,|+158,maskedsuckerx,1,14994,2022-05-21 02:00:00.000,maskedsuckerx,1,15152,2022-05-28 02:00:00.000,158
2022-05-27,0,3595,3595.|,@escort_harrie,[32K],|+158,(Republic of the Philippines),3595. @escort_harrie [32K] ⏫  |+158 (Republic of the Philippines) ,@escort_harrie,|+158,escort_harrie,1,32119,2022-05-21 02:00:00.000,escort_harrie,1,32277,2022-05-27 02:00:00.000,158
2022-05-28,1,3596,3596.|,@gabotronxxl,[18K],|+158,(Mexiko),3596. @gabotronxxl [18K] ⏫  |+158 (Mexiko) ,@gabotronxxl,|+158,gabotronxxl,1,18187,2022-05-21 02:00:00.000,gabotronxxl,1,18345,2022-05-28 02:00:00.000,158
2022-05-27,0,3597,3597.|,@andrealeddatm,[2K],|+158,(Quartu Sant'Elena (Cagliari)),3597. @andrealeddatm [2K] ⏫  |+158 (Quartu Sant'Elena (Cagliari)) ,@andrealeddatm,|+158,andrealeddatm,1,1387,2022-05-21 02:00:00.000,andrealeddatm,1,1545,2022-05-27 02:00:00.000,158
2022-05-28,1,3598,3598.|,@xxjakeorion,[113K],|+158,(california),3598. @xxjakeorion [113K] ⏫  |+158 (california) ,@xxjakeorion,|+158,xxjakeorion,1,112485,2022-05-21 02:00:00.000,xxjakeorion,1,112643,2022-05-28 02:00:00.000,158
2022-05-28,1,3599,3599.|,@garrett1963_,[14K],|+158,,3599. @garrett1963_ [14K] ⏫  |+158,@garrett1963_,|+158,garrett1963_,1,13954,2022-05-21 02:00:00.000,garrett1963_,1,14112,2022-05-28 02:00:00.000,158
2022-05-28,1,3600,3600.|,@m_rosexxx,[5K],|+158,(Germany),3600. @m_rosexxx [5K] ⏫  |+158 (Germany) ,@m_rosexxx,|+158,m_rosexxx,1,4721,2022-05-21 02:00:00.000,m_rosexxx,1,4879,2022-05-28 02:00:00.000,158
2022-05-27,0,3601,3601.|,@ffuckhole,[23K],|+158,"(Vancouver, British Columbia)","3601. @ffuckhole [23K] ⏫  |+158 (Vancouver, British Columbia) ",@ffuckhole,|+158,ffuckhole,1,23225,2022-05-21 02:00:00.000,ffuckhole,1,23383,2022-05-27 02:00:00.000,158
2022-05-27,0,3602,3602.|,@taylormasonxxx,[8K],|+158,"(England, United Kingdom)","3602. @taylormasonxxx [8K] ⏫  |+158 (England, United Kingdom) ",@taylormasonxxx,|+158,taylormasonxxx,1,7368,2022-05-21 02:00:00.000,taylormasonxxx,1,7526,2022-05-27 02:00:00.000,158
2022-05-28,1,3603,3603.|,@primocavalao,[54K],|+158,"(Florianópolis, Brasil)","3603. @primocavalao [54K] ⏫  |+158 (Florianópolis, Brasil) ",@primocavalao,|+158,primocavalao,1,53673,2022-05-21 02:00:00.000,primocavalao,1,53831,2022-05-28 02:00:00.000,158
2022-05-28,1,3604,3604.|,@jackmackenroth,[222K],|+158,(New York City),3604. @jackmackenroth [222K] ⏫  |+158 (New York City) ,@jackmackenroth,|+158,jackmackenroth,1,222063,2022-05-21 02:00:00.000,jackmackenroth,1,222221,2022-05-28 02:00:00.000,158
2022-05-27,0,3605,3605.|,@sexypeach_of,[26K],|+157,"(Milan, Italy 🇮🇹)","3605. @sexypeach_of [26K] ⏫  |+157 (Milan, Italy 🇮🇹) ",@sexypeach_of,|+157,sexypeach_of,1,25843,2022-05-21 02:00:00.000,sexypeach_of,1,26000,2022-05-27 02:00:00.000,157
2022-05-28,1,3606,3606.|,@itzheavy2,[21K],|+157,"(New York, NY)","3606. @itzheavy2 [21K] ⏫  |+157 (New York, NY) ",@itzheavy2,|+157,itzheavy2,1,20831,2022-05-21 02:00:00.000,itzheavy2,1,20988,2022-05-28 02:00:00.000,157
2022-05-28,1,3607,3607.|,@euvitusantana,[9K],|+157,(Conteúdo adulto +18),3607. @euvitusantana [9K] ⏫  |+157 (Conteúdo adulto +18) ,@euvitusantana,|+157,euvitusantana,1,8614,2022-05-21 02:00:00.000,euvitusantana,1,8771,2022-05-28 02:00:00.000,157
2022-05-28,1,3608,3608.|,@zachastor,[112K],|+157,(East Coast),3608. @zachastor [112K] ⏫  |+157 (East Coast) ,@zachastor,|+157,zachastor,1,112163,2022-05-21 02:00:00.000,zachastor,1,112320,2022-05-28 02:00:00.000,157
2022-05-28,1,3609,3609.|,@xxxktowers,[23K],|+157,"(Washington, DC)","3609. @xxxktowers [23K] ⏫  |+157 (Washington, DC) ",@xxxktowers,|+157,xxxktowers,1,23166,2022-05-21 02:00:00.000,xxxktowers,1,23323,2022-05-28 02:00:00.000,157
2022-05-28,1,3610,3610.|,@mrbritainx,[43K],|+157,(United Kingdom - north west),3610. @mrbritainx [43K] ⏫  |+157 (United Kingdom - north west) ,@mrbritainx,|+157,mrbritainx,1,42860,2022-05-21 02:00:00.000,mrbritainx,1,43017,2022-05-28 02:00:00.000,157
2022-05-27,0,3611,3611.|,@activedutyx,[12K],|+157,,3611. @activedutyx [12K] ⏫  |+157,@activedutyx,|+157,activedutyx,1,12112,2022-05-21 02:00:00.000,activedutyx,1,12269,2022-05-27 02:00:00.000,157
2022-05-26,0,3612,3612.|,@meninosacana00,[37K],|+157,,3612. @meninosacana00 [37K] ⏫  |+157,@meninosacana00,|+157,meninosacana00,1,36959,2022-05-21 02:00:00.000,meninosacana00,1,37116,2022-05-26 02:00:00.000,157
2022-05-28,1,3613,3613.|,@aris_aldox,[21K],|+157,"(San Francisco, CA)","3613. @aris_aldox [21K] ⏫  |+157 (San Francisco, CA) ",@aris_aldox,|+157,aris_aldox,1,20983,2022-05-21 02:00:00.000,aris_aldox,1,21140,2022-05-28 02:00:00.000,157
2022-05-28,1,3614,3614.|,@viceandsinns,[1K],|+157,"(West Hollywood, CA)","3614. @viceandsinns [1K] ⏫  |+157 (West Hollywood, CA) ",@viceandsinns,|+157,viceandsinns,1,692,2022-05-21 02:00:00.000,viceandsinns,1,849,2022-05-28 02:00:00.000,157
2022-05-28,1,3615,3615.|,@adamreidxxx,[51K],|+156,"(Boston, MA)","3615. @adamreidxxx [51K] ⏫  |+156 (Boston, MA) ",@adamreidxxx,|+156,adamreidxxx,1,50497,2022-05-21 02:00:00.000,adamreidxxx,1,50653,2022-05-28 02:00:00.000,156
2022-05-28,1,3616,3616.|,@apolos08,[17K],|+156,,3616. @apolos08 [17K] ⏫  |+156,@apolos08,|+156,apolos08,1,16655,2022-05-21 02:00:00.000,apolos08,1,16811,2022-05-28 02:00:00.000,156
2022-05-28,1,3617,3617.|,@pantheonmen,[57K],|+156,"(San Francisco, CA)","3617. @pantheonmen [57K] ⏫  |+156 (San Francisco, CA) ",@pantheonmen,|+156,pantheonmen,1,56750,2022-05-21 02:00:00.000,pantheonmen,1,56906,2022-05-28 02:00:00.000,156
2022-05-27,0,3618,3618.|,@rodriguesxrec,[136K],|+156,(Recife),3618. @rodriguesxrec [136K] ⏫  |+156 (Recife) ,@rodriguesxrec,|+156,rodriguesxrec,1,135983,2022-05-21 02:00:00.000,rodriguesxrec,1,136139,2022-05-27 02:00:00.000,156
2022-05-27,0,3619,3619.|,@hornyjacob123,[40K],|+156,"(Manchester, England)","3619. @hornyjacob123 [40K] ⏫  |+156 (Manchester, England) ",@hornyjacob123,|+156,hornyjacob123,1,40197,2022-05-21 02:00:00.000,hornyjacob123,1,40353,2022-05-27 02:00:00.000,156
2022-05-28,1,3620,3620.|,@soyzonicman,[21K],|+156,(Ciudad de México 🇲🇽),3620. @soyzonicman [21K] ⏫  |+156 (Ciudad de México 🇲🇽) ,@soyzonicman,|+156,soyzonicman,1,20415,2022-05-21 02:00:00.000,soyzonicman,1,20571,2022-05-28 02:00:00.000,156
2022-05-28,1,3621,3621.|,@ortizjona10,[10K],|+156,(Puerto Rico),3621. @ortizjona10 [10K] ⏫  |+156 (Puerto Rico) ,@ortizjona10,|+156,ortizjona10,1,9844,2022-05-21 02:00:00.000,ortizjona10,1,10000,2022-05-28 02:00:00.000,156
2022-05-27,0,3622,3622.|,@thegingerbottom,[21K],|+156,,3622. @thegingerbottom [21K] ⏫  |+156,@thegingerbottom,|+156,thegingerbottom,1,20595,2022-05-21 02:00:00.000,thegingerbottom,1,20751,2022-05-27 02:00:00.000,156
2022-05-28,1,3623,3623.|,@eddieboiii_x,[78K],|+156,(England),3623. @eddieboiii_x [78K] ⏫  |+156 (England) ,@eddieboiii_x,|+156,eddieboiii_x,1,77886,2022-05-21 02:00:00.000,eddieboiii_x,1,78042,2022-05-28 02:00:00.000,156
2022-05-27,0,3624,3624.|,@biggingerl4d,[42K],|+155,"(Birmingham, England)","3624. @biggingerl4d [42K] ⏫  |+155 (Birmingham, England) ",@biggingerl4d,|+155,biggingerl4d,1,42299,2022-05-21 02:00:00.000,biggingerl4d,1,42454,2022-05-27 02:00:00.000,155
2022-05-28,1,3625,3625.|,@official_flexxx,[17K],|+155,"(Atlanta,Ga)","3625. @official_flexxx [17K] ⏫  |+155 (Atlanta,Ga) ",@official_flexxx,|+155,official_flexxx,1,16734,2022-05-21 02:00:00.000,official_flexxx,1,16889,2022-05-28 02:00:00.000,155
2022-05-28,1,3626,3626.|,@timmytreasure_x,[37K],|+155,(Alicante - Spain),3626. @timmytreasure_x [37K] ⏫  |+155 (Alicante - Spain) ,@timmytreasure_x,|+155,timmytreasure_x,1,36443,2022-05-21 02:00:00.000,timmytreasure_x,1,36598,2022-05-28 02:00:00.000,155
2022-05-28,1,3627,3627.|,@bradconnorsxxx,[5K],|+155,"(Dallas, TX)","3627. @bradconnorsxxx [5K] ⏫  |+155 (Dallas, TX) ",@bradconnorsxxx,|+155,bradconnorsxxx,1,4840,2022-05-21 02:00:00.000,bradconnorsxxx,1,4995,2022-05-28 02:00:00.000,155
2022-05-28,1,3628,3628.|,@swhirlyx2,[26K],|+155,"(North Carolina, USA)","3628. @swhirlyx2 [26K] ⏫  |+155 (North Carolina, USA) ",@swhirlyx2,|+155,swhirlyx2,1,25631,2022-05-21 02:00:00.000,swhirlyx2,1,25786,2022-05-28 02:00:00.000,155
2022-05-28,1,3629,3629.|,@felixhopex,[11K],|+155,"(London, England)","3629. @felixhopex [11K] ⏫  |+155 (London, England) ",@felixhopex,|+155,felixhopex,1,10686,2022-05-21 02:00:00.000,felixhopex,1,10841,2022-05-28 02:00:00.000,155
2022-05-28,1,3630,3630.|,@tracetrainer,[140K],|+155,"(Utah, USA)","3630. @tracetrainer [140K] ⏫  |+155 (Utah, USA) ",@tracetrainer,|+155,tracetrainer,1,139502,2022-05-21 02:00:00.000,tracetrainer,1,139657,2022-05-28 02:00:00.000,155
2022-05-28,1,3631,3631.|,@simononlyfans,[23K],|+155,,3631. @simononlyfans [23K] ⏫  |+155,@simononlyfans,|+155,simononlyfans,1,22863,2022-05-21 02:00:00.000,simononlyfans,1,23018,2022-05-28 02:00:00.000,155
2022-05-28,1,3632,3632.|,@mr_andersonxxx,[22K],|+155,"(California, USA)","3632. @mr_andersonxxx [22K] ⏫  |+155 (California, USA) ",@mr_andersonxxx,|+155,mr_andersonxxx,1,21439,2022-05-21 02:00:00.000,mr_andersonxxx,1,21594,2022-05-28 02:00:00.000,155
2022-05-28,1,3633,3633.|,@doctornickxxx1,[15K],|+155,"(Chilliwack, Vancouver Canada)","3633. @doctornickxxx1 [15K] ⏫  |+155 (Chilliwack, Vancouver Canada) ",@doctornickxxx1,|+155,doctornickxxx1,1,15004,2022-05-21 02:00:00.000,doctornickxxx1,1,15159,2022-05-28 02:00:00.000,155
2022-05-24,0,3634,3634.|,@mister7bx,[46K],|+155,(🛸),3634. @mister7bx [46K] ⏫  |+155 (🛸) ,@mister7bx,|+155,mister7bx,1,45568,2022-05-21 02:00:00.000,mister7bx,1,45723,2022-05-24 02:00:00.000,155
2022-05-28,1,3635,3635.|,@reedtravis00,[13K],|+155,,3635. @reedtravis00 [13K] ⏫  |+155,@reedtravis00,|+155,reedtravis00,1,13316,2022-05-21 02:00:00.000,reedtravis00,1,13471,2022-05-28 02:00:00.000,155
2022-05-27,0,3636,3636.|,@doublescoopxxx,[25K],|+155,(DMV),3636. @doublescoopxxx [25K] ⏫  |+155 (DMV) ,@doublescoopxxx,|+155,doublescoopxxx,1,24568,2022-05-21 02:00:00.000,doublescoopxxx,1,24723,2022-05-27 02:00:00.000,155
2022-05-28,1,3637,3637.|,@daddycrockerxxx,[7K],|+154,,3637. @daddycrockerxxx [7K] ⏫  |+154,@daddycrockerxxx,|+154,daddycrockerxxx,1,6883,2022-05-21 02:00:00.000,daddycrockerxxx,1,7037,2022-05-28 02:00:00.000,154
2022-05-28,1,3638,3638.|,@nicky_dickyx,[9K],|+154,"(Boston, MA)","3638. @nicky_dickyx [9K] ⏫  |+154 (Boston, MA) ",@nicky_dickyx,|+154,nicky_dickyx,1,8485,2022-05-21 02:00:00.000,nicky_dickyx,1,8639,2022-05-28 02:00:00.000,154
2022-05-28,1,3639,3639.|,@johnnyxlust,[7K],|+154,(Las Vegas),3639. @johnnyxlust [7K] ⏫  |+154 (Las Vegas) ,@johnnyxlust,|+154,johnnyxlust,1,6832,2022-05-21 02:00:00.000,johnnyxlust,1,6986,2022-05-28 02:00:00.000,154
2022-05-28,1,3640,3640.|,@thunderhoof44,[9K],|+154,,3640. @thunderhoof44 [9K] ⏫  |+154,@thunderhoof44,|+154,thunderhoof44,1,9167,2022-05-21 02:00:00.000,thunderhoof44,1,9321,2022-05-28 02:00:00.000,154
2022-05-28,1,3641,3641.|,@nickcapra,[210K],|+154,(San Diego),3641. @nickcapra [210K] ⏫  |+154 (San Diego) ,@nickcapra,|+154,nickcapra,1,210048,2022-05-21 02:00:00.000,nickcapra,1,210202,2022-05-28 02:00:00.000,154
2022-05-28,1,3642,3642.|,@dallasbromo2,[2K],|+154,,3642. @dallasbromo2 [2K] ⏫  |+154,@dallasbromo2,|+154,dallasbromo2,1,1975,2022-05-21 02:00:00.000,dallasbromo2,1,2129,2022-05-28 02:00:00.000,154
2022-05-27,0,3643,3643.|,@antontaylor69,[7K],|+154,"(Adelaide, South Australia)","3643. @antontaylor69 [7K] ⏫  |+154 (Adelaide, South Australia) ",@antontaylor69,|+154,antontaylor69,1,6837,2022-05-21 02:00:00.000,antontaylor69,1,6991,2022-05-27 02:00:00.000,154
2022-05-27,0,3644,3644.|,@bribrislc,[4K],|+154,,3644. @bribrislc [4K] ⏫  |+154,@bribrislc,|+154,bribrislc,1,3724,2022-05-21 02:00:00.000,bribrislc,1,3878,2022-05-27 02:00:00.000,154
2022-05-27,0,3645,3645.|,@hunter_vulpex,[14K],|+154,"(Philadelphia, PA)","3645. @hunter_vulpex [14K] ⏫  |+154 (Philadelphia, PA) ",@hunter_vulpex,|+154,hunter_vulpex,1,14004,2022-05-21 02:00:00.000,hunter_vulpex,1,14158,2022-05-27 02:00:00.000,154
2022-05-28,1,3646,3646.|,@brianbondsxxx,[132K],|+153,"(Las Vegas, NV)","3646. @brianbondsxxx [132K] ⏫  |+153 (Las Vegas, NV) ",@brianbondsxxx,|+153,brianbondsxxx,1,131840,2022-05-21 02:00:00.000,brianbondsxxx,1,131993,2022-05-28 02:00:00.000,153
2022-05-27,0,3647,3647.|,@thecumvow,[7K],|+153,(Los Angeles),3647. @thecumvow [7K] ⏫  |+153 (Los Angeles) ,@thecumvow,|+153,thecumvow,1,6928,2022-05-21 02:00:00.000,thecumvow,1,7081,2022-05-27 02:00:00.000,153
2022-05-28,1,3648,3648.|,@choco_xaddy,[12K],|+153,,3648. @choco_xaddy [12K] ⏫  |+153,@choco_xaddy,|+153,choco_xaddy,1,12267,2022-05-21 02:00:00.000,choco_xaddy,1,12420,2022-05-28 02:00:00.000,153
2022-05-27,0,3649,3649.|,@coleyyyyyboy,[2K],|+153,,3649. @coleyyyyyboy [2K] ⏫  |+153,@coleyyyyyboy,|+153,coleyyyyyboy,1,1969,2022-05-21 02:00:00.000,coleyyyyyboy,1,2122,2022-05-27 02:00:00.000,153
2022-05-27,0,3650,3650.|,@cthetwinkxxx,[6K],|+153,"(Fort Worth, TX)","3650. @cthetwinkxxx [6K] ⏫  |+153 (Fort Worth, TX) ",@cthetwinkxxx,|+153,cthetwinkxxx,1,5399,2022-05-23 02:00:00.000,cthetwinkxxx,1,5552,2022-05-27 02:00:00.000,153
2022-05-27,0,3651,3651.|,@eastongrey__,[1K],|+153,,3651. @eastongrey__ [1K] ⏫  |+153,@eastongrey__,|+153,eastongrey__,1,1072,2022-05-21 02:00:00.000,eastongrey__,1,1225,2022-05-27 02:00:00.000,153
2022-05-28,1,3652,3652.|,@doryannmarguet,[40K],|+153,"(Paris, France)","3652. @doryannmarguet [40K] ⏫  |+153 (Paris, France) ",@doryannmarguet,|+153,doryannmarguet,1,39640,2022-05-21 02:00:00.000,doryannmarguet,1,39793,2022-05-28 02:00:00.000,153
2022-05-28,1,3653,3653.|,@alekgzx,[101K],|+153,"(Cuauhtémoc, Distrito Federal)","3653. @alekgzx [101K] ⏫  |+153 (Cuauhtémoc, Distrito Federal) ",@alekgzx,|+153,alekgzx,1,100591,2022-05-21 02:00:00.000,alekgzx,1,100744,2022-05-28 02:00:00.000,153
2022-05-28,1,3654,3654.|,@musclesandcum,[16K],|+153,,3654. @musclesandcum [16K] ⏫  |+153,@musclesandcum,|+153,musclesandcum,1,15835,2022-05-21 02:00:00.000,musclesandcum,1,15988,2022-05-28 02:00:00.000,153
2022-05-28,1,3655,3655.|,@numberoneboy96,[65K],|+152,(United States),3655. @numberoneboy96 [65K] ⏫  |+152 (United States) ,@numberoneboy96,|+152,numberoneboy96,1,65154,2022-05-21 02:00:00.000,numberoneboy96,1,65306,2022-05-28 02:00:00.000,152
2022-05-28,1,3656,3656.|,@rodrigocpass,[12K],|+152,"(Florianópolis, Brasil)","3656. @rodrigocpass [12K] ⏫  |+152 (Florianópolis, Brasil) ",@rodrigocpass,|+152,rodrigocpass,1,11995,2022-05-21 02:00:00.000,rodrigocpass,1,12147,2022-05-28 02:00:00.000,152
2022-05-28,1,3657,3657.|,@hisgreeneyesof,[1K],|+152,,3657. @hisgreeneyesof [1K] ⏫  |+152,@hisgreeneyesof,|+152,hisgreeneyesof,1,393,2022-05-21 02:00:00.000,hisgreeneyesof,1,545,2022-05-28 02:00:00.000,152
2022-05-28,1,3658,3658.|,@playboytapess,[20K],|+152,"(Los Angeles, CA)","3658. @playboytapess [20K] ⏫  |+152 (Los Angeles, CA) ",@playboytapess,|+152,playboytapess,1,20121,2022-05-21 02:00:00.000,playboytapess,1,20273,2022-05-28 02:00:00.000,152
2022-05-28,1,3659,3659.|,@_butthefagis,[3K],|+152,,3659. @_butthefagis [3K] ⏫  |+152,@_butthefagis,|+152,_butthefagis,1,2671,2022-05-21 02:00:00.000,_butthefagis,1,2823,2022-05-28 02:00:00.000,152
2022-05-28,1,3660,3660.|,@adonnisxxx,[8K],|+152,(RIO),3660. @adonnisxxx [8K] ⏫  |+152 (RIO) ,@adonnisxxx,|+152,adonnisxxx,1,7625,2022-05-21 02:00:00.000,adonnisxxx,1,7777,2022-05-28 02:00:00.000,152
2022-05-27,0,3661,3661.|,@thatbeefyguy1,[8K],|+152,"(Chicago, IL)","3661. @thatbeefyguy1 [8K] ⏫  |+152 (Chicago, IL) ",@thatbeefyguy1,|+152,thatbeefyguy1,1,8016,2022-05-21 02:00:00.000,thatbeefyguy1,1,8168,2022-05-27 02:00:00.000,152
2022-05-28,1,3662,3662.|,@zeusvargasxxx,[23K],|+152,(Spanien),3662. @zeusvargasxxx [23K] ⏫  |+152 (Spanien) ,@zeusvargasxxx,|+152,zeusvargasxxx,1,22934,2022-05-21 02:00:00.000,zeusvargasxxx,1,23086,2022-05-28 02:00:00.000,152
2022-05-28,1,3663,3663.|,@montex42,[32K],|+152,(Brasilien),3663. @montex42 [32K] ⏫  |+152 (Brasilien) ,@montex42,|+152,montex42,1,32059,2022-05-21 02:00:00.000,montex42,1,32211,2022-05-28 02:00:00.000,152
2022-05-28,1,3664,3664.|,@w3stxl,[57K],|+152,"(Atlanta, GA)","3664. @w3stxl [57K] ⏫  |+152 (Atlanta, GA) ",@w3stxl,|+152,w3stxl,1,56938,2022-05-21 02:00:00.000,w3stxl,1,57090,2022-05-28 02:00:00.000,152
2022-05-28,1,3665,3665.|,@mixp1721,[14K],|+152,,3665. @mixp1721 [14K] ⏫  |+152,@mixp1721,|+152,mixp1721,1,14036,2022-05-21 02:00:00.000,mixp1721,1,14188,2022-05-28 02:00:00.000,152
2022-05-28,1,3666,3666.|,@musclefur,[95K],|+152,"(Dallas, TX)","3666. @musclefur [95K] ⏫  |+152 (Dallas, TX) ",@musclefur,|+152,musclefur,1,94490,2022-05-21 02:00:00.000,musclefur,1,94642,2022-05-28 02:00:00.000,152
2022-05-28,1,3667,3667.|,@is_thefuckboy,[43K],|+151,(México),3667. @is_thefuckboy [43K] ⏫  |+151 (México) ,@is_thefuckboy,|+151,is_thefuckboy,1,42840,2022-05-21 02:00:00.000,is_thefuckboy,1,42991,2022-05-28 02:00:00.000,151
2022-05-28,1,3668,3668.|,@theboxerbator,[15K],|+151,,3668. @theboxerbator [15K] ⏫  |+151,@theboxerbator,|+151,theboxerbator,1,15128,2022-05-21 02:00:00.000,theboxerbator,1,15279,2022-05-28 02:00:00.000,151
2022-05-28,1,3669,3669.|,@graduate____,[24K],|+151,"(Kaohsiung City, Taiwan)","3669. @graduate____ [24K] ⏫  |+151 (Kaohsiung City, Taiwan) ",@graduate____,|+151,graduate____,1,23584,2022-05-21 02:00:00.000,graduate____,1,23735,2022-05-28 02:00:00.000,151
2022-05-28,1,3670,3670.|,@donlevyxxx,[22K],|+151,"(Los Angeles, CA)","3670. @donlevyxxx [22K] ⏫  |+151 (Los Angeles, CA) ",@donlevyxxx,|+151,donlevyxxx,1,22186,2022-05-21 02:00:00.000,donlevyxxx,1,22337,2022-05-28 02:00:00.000,151
2022-05-28,1,3671,3671.|,@daddytxc1,[1K],|+151,,3671. @daddytxc1 [1K] ⏫  |+151,@daddytxc1,|+151,daddytxc1,1,1222,2022-05-21 02:00:00.000,daddytxc1,1,1373,2022-05-28 02:00:00.000,151
2022-05-27,0,3672,3672.|,@gainzbruh_,[13K],|+151,(United States),3672. @gainzbruh_ [13K] ⏫  |+151 (United States) ,@gainzbruh_,|+151,gainzbruh_,1,12415,2022-05-21 02:00:00.000,gainzbruh_,1,12566,2022-05-27 02:00:00.000,151
2022-05-28,1,3673,3673.|,@cruiseprincex,[52K],|+151,"(Los Angeles, CA)","3673. @cruiseprincex [52K] ⏫  |+151 (Los Angeles, CA) ",@cruiseprincex,|+151,cruiseprincex,1,51877,2022-05-21 02:00:00.000,cruiseprincex,1,52028,2022-05-28 02:00:00.000,151
